Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Protein stable ID,Protein stable ID version,Gene name,Transcript name
ENSG00000173950,ENSG00000173950.16,ENST00000429994,ENST00000429994.5,ENSP00000399422,ENSP00000399422.1,XXYLT1,XXYLT1-204
ENSG00000173950,ENSG00000173950.16,ENST00000356740,ENST00000356740.5,ENSP00000349179,ENSP00000349179.5,XXYLT1,XXYLT1-202
ENSG00000149575,ENSG00000149575.9,ENST00000278947,ENST00000278947.6,ENSP00000278947,ENSP00000278947.5,SCN2B,SCN2B-201
ENSG00000134531,ENSG00000134531.10,ENST00000431267,ENST00000431267.2,ENSP00000410755,ENSP00000410755.2,EMP1,EMP1-203
ENSG00000134531,ENSG00000134531.10,ENST00000542474,ENST00000542474.5,ENSP00000445553,ENSP00000445553.1,EMP1,EMP1-210
ENSG00000134531,ENSG00000134531.10,ENST00000544053,ENST00000544053.5,ENSP00000445497,ENSP00000445497.1,EMP1,EMP1-211
ENSG00000134531,ENSG00000134531.10,ENST00000256951,ENST00000256951.10,ENSP00000256951,ENSP00000256951.5,EMP1,EMP1-201
ENSG00000134531,ENSG00000134531.10,ENST00000538364,ENST00000538364.5,ENSP00000441223,ENSP00000441223.1,EMP1,EMP1-207
ENSG00000134531,ENSG00000134531.10,ENST00000396301,ENST00000396301.7,ENSP00000379595,ENSP00000379595.3,EMP1,EMP1-202
ENSG00000134531,ENSG00000134531.10,ENST00000537612,ENST00000537612.1,ENSP00000445319,ENSP00000445319.1,EMP1,EMP1-206
ENSG00000235711,ENSG00000235711.5,ENST00000421388,ENST00000421388.4,ENSP00000401089,ENSP00000401089.2,ANKRD34C,ANKRD34C-201
ENSG00000164403,ENSG00000164403.15,ENST00000378679,ENST00000378679.8,ENSP00000367950,ENSP00000367950.3,SHROOM1,SHROOM1-203
ENSG00000164403,ENSG00000164403.15,ENST00000319854,ENST00000319854.7,ENSP00000324245,ENSP00000324245.3,SHROOM1,SHROOM1-201
ENSG00000164403,ENSG00000164403.15,ENST00000378676,ENST00000378676.1,ENSP00000367947,ENSP00000367947.1,SHROOM1,SHROOM1-202
ENSG00000164403,ENSG00000164403.15,ENST00000440118,ENST00000440118.1,ENSP00000388049,ENSP00000388049.1,SHROOM1,SHROOM1-204
ENSG00000164403,ENSG00000164403.15,ENST00000617339,ENST00000617339.4,ENSP00000478436,ENSP00000478436.1,SHROOM1,SHROOM1-208
ENSG00000215252,ENSG00000215252.12,ENST00000683415,ENST00000683415.1,ENSP00000507830,ENSP00000507830.1,GOLGA8B,GOLGA8B-211
ENSG00000215252,ENSG00000215252.12,ENST00000342314,ENST00000342314.9,ENSP00000343064,ENSP00000343064.5,GOLGA8B,GOLGA8B-201
ENSG00000215252,ENSG00000215252.12,ENST00000438958,ENST00000438958.2,ENSP00000400063,ENSP00000400063.2,GOLGA8B,GOLGA8B-202
ENSG00000119392,ENSG00000119392.16,ENST00000683748,ENST00000683748.1,ENSP00000507377,ENSP00000507377.1,GLE1,GLE1-208
ENSG00000119392,ENSG00000119392.16,ENST00000684314,ENST00000684314.1,ENSP00000507700,ENSP00000507700.1,GLE1,GLE1-212
ENSG00000119392,ENSG00000119392.16,ENST00000684331,ENST00000684331.1,ENSP00000507431,ENSP00000507431.1,GLE1,GLE1-213
ENSG00000119392,ENSG00000119392.16,ENST00000684646,ENST00000684646.1,ENSP00000507723,ENSP00000507723.1,GLE1,GLE1-215
ENSG00000119392,ENSG00000119392.16,ENST00000309971,ENST00000309971.9,ENSP00000308622,ENSP00000308622.5,GLE1,GLE1-201
ENSG00000119392,ENSG00000119392.16,ENST00000684139,ENST00000684139.1,ENSP00000507295,ENSP00000507295.1,GLE1,GLE1-210
ENSG00000119392,ENSG00000119392.16,ENST00000372770,ENST00000372770.4,ENSP00000361856,ENSP00000361856.4,GLE1,GLE1-202
ENSG00000109854,ENSG00000109854.14,ENST00000530266,ENST00000530266.5,ENSP00000436548,ENSP00000436548.1,HTATIP2,HTATIP2-205
ENSG00000109854,ENSG00000109854.14,ENST00000421577,ENST00000421577.6,ENSP00000397752,ENSP00000397752.2,HTATIP2,HTATIP2-202
ENSG00000109854,ENSG00000109854.14,ENST00000443524,ENST00000443524.6,ENSP00000387876,ENSP00000387876.2,HTATIP2,HTATIP2-203
ENSG00000109854,ENSG00000109854.14,ENST00000419348,ENST00000419348.6,ENSP00000392985,ENSP00000392985.2,HTATIP2,HTATIP2-201
ENSG00000109854,ENSG00000109854.14,ENST00000451739,ENST00000451739.7,ENSP00000394259,ENSP00000394259.2,HTATIP2,HTATIP2-204
ENSG00000109854,ENSG00000109854.14,ENST00000532505,ENST00000532505.1,ENSP00000432338,ENSP00000432338.1,HTATIP2,HTATIP2-208
ENSG00000109854,ENSG00000109854.14,ENST00000532081,ENST00000532081.1,ENSP00000432107,ENSP00000432107.1,HTATIP2,HTATIP2-207
ENSG00000109854,ENSG00000109854.14,ENST00000531058,ENST00000531058.1,ENSP00000436729,ENSP00000436729.1,HTATIP2,HTATIP2-206
ENSG00000180611,ENSG00000180611.7,ENST00000392452,ENST00000392452.3,ENSP00000376246,ENSP00000376246.2,MB21D2,MB21D2-201
ENSG00000256646,ENSG00000256646.8,ENST00000677581,ENST00000677581.1,ENSP00000504213,ENSP00000504213.1,,
ENSG00000197329,ENSG00000197329.12,ENST00000358912,ENST00000358912.5,ENSP00000351789,ENSP00000351789.4,PELI1,PELI1-201
ENSG00000141002,ENSG00000141002.20,ENST00000263347,ENST00000263347.11,ENSP00000263347,ENSP00000263347.7,TCF25,TCF25-202
ENSG00000141002,ENSG00000141002.20,ENST00000263346,ENST00000263346.13,ENSP00000263346,ENSP00000263346.8,TCF25,TCF25-201
ENSG00000141002,ENSG00000141002.20,ENST00000561958,ENST00000561958.5,ENSP00000456803,ENSP00000456803.1,TCF25,TCF25-204
ENSG00000141002,ENSG00000141002.20,ENST00000614813,ENST00000614813.4,ENSP00000484773,ENSP00000484773.1,TCF25,TCF25-225
ENSG00000141002,ENSG00000141002.20,ENST00000565196,ENST00000565196.5,ENSP00000454414,ENSP00000454414.1,TCF25,TCF25-214
ENSG00000141002,ENSG00000141002.20,ENST00000568412,ENST00000568412.5,ENSP00000457329,ENSP00000457329.1,TCF25,TCF25-222
ENSG00000141002,ENSG00000141002.20,ENST00000565404,ENST00000565404.1,ENSP00000456592,ENSP00000456592.1,TCF25,TCF25-215
ENSG00000141002,ENSG00000141002.20,ENST00000562256,ENST00000562256.5,ENSP00000455611,ENSP00000455611.1,TCF25,TCF25-207
ENSG00000141002,ENSG00000141002.20,ENST00000568409,ENST00000568409.5,ENSP00000456840,ENSP00000456840.1,TCF25,TCF25-221
ENSG00000141002,ENSG00000141002.20,ENST00000562193,ENST00000562193.1,ENSP00000456344,ENSP00000456344.1,TCF25,TCF25-206
ENSG00000141002,ENSG00000141002.20,ENST00000566283,ENST00000566283.1,ENSP00000455471,ENSP00000455471.1,TCF25,TCF25-218
ENSG00000111305,ENSG00000111305.19,ENST00000651961,ENST00000651961.1,ENSP00000498528,ENSP00000498528.1,GSG1,GSG1-210
ENSG00000111305,ENSG00000111305.19,ENST00000337630,ENST00000337630.10,ENSP00000336816,ENSP00000336816.6,GSG1,GSG1-201
ENSG00000111305,ENSG00000111305.19,ENST00000396302,ENST00000396302.7,ENSP00000379596,ENSP00000379596.3,GSG1,GSG1-203
ENSG00000111305,ENSG00000111305.19,ENST00000457134,ENST00000457134.6,ENSP00000398384,ENSP00000398384.2,GSG1,GSG1-205
ENSG00000111305,ENSG00000111305.19,ENST00000432710,ENST00000432710.6,ENSP00000405032,ENSP00000405032.2,GSG1,GSG1-204
ENSG00000111305,ENSG00000111305.19,ENST00000537302,ENST00000537302.5,ENSP00000441718,ENSP00000441718.1,GSG1,GSG1-206
ENSG00000111305,ENSG00000111305.19,ENST00000351606,ENST00000351606.10,ENSP00000336857,ENSP00000336857.6,GSG1,GSG1-202
ENSG00000111305,ENSG00000111305.19,ENST00000545401,ENST00000545401.5,ENSP00000445884,ENSP00000445884.1,GSG1,GSG1-208
ENSG00000111305,ENSG00000111305.19,ENST00000542415,ENST00000542415.5,ENSP00000439676,ENSP00000439676.1,GSG1,GSG1-207
ENSG00000111305,ENSG00000111305.19,ENST00000545699,ENST00000545699.1,ENSP00000440684,ENSP00000440684.1,GSG1,GSG1-209
ENSG00000106588,ENSG00000106588.12,ENST00000223321,ENST00000223321.9,ENSP00000223321,ENSP00000223321.4,PSMA2,PSMA2-201
ENSG00000106588,ENSG00000106588.12,ENST00000445517,ENST00000445517.1,ENSP00000404858,ENSP00000404858.1,PSMA2,PSMA2-204
ENSG00000112851,ENSG00000112851.15,ENST00000284037,ENST00000284037.10,ENSP00000284037,ENSP00000284037.4,ERBIN,ERBIN-201
ENSG00000112851,ENSG00000112851.15,ENST00000380943,ENST00000380943.6,ENSP00000370330,ENSP00000370330.2,ERBIN,ERBIN-204
ENSG00000112851,ENSG00000112851.15,ENST00000416865,ENST00000416865.6,ENSP00000397833,ENSP00000397833.2,ERBIN,ERBIN-205
ENSG00000112851,ENSG00000112851.15,ENST00000380938,ENST00000380938.6,ENSP00000370325,ENSP00000370325.2,ERBIN,ERBIN-203
ENSG00000112851,ENSG00000112851.15,ENST00000511297,ENST00000511297.5,ENSP00000422766,ENSP00000422766.1,ERBIN,ERBIN-214
ENSG00000112851,ENSG00000112851.15,ENST00000506030,ENST00000506030.5,ENSP00000426632,ENSP00000426632.1,ERBIN,ERBIN-208
ENSG00000112851,ENSG00000112851.15,ENST00000508515,ENST00000508515.1,ENSP00000422015,ENSP00000422015.1,ERBIN,ERBIN-212
ENSG00000112851,ENSG00000112851.15,ENST00000511671,ENST00000511671.5,ENSP00000425728,ENSP00000425728.1,ERBIN,ERBIN-215
ENSG00000112851,ENSG00000112851.15,ENST00000512354,ENST00000512354.1,ENSP00000423959,ENSP00000423959.1,ERBIN,ERBIN-216
ENSG00000112851,ENSG00000112851.15,ENST00000380935,ENST00000380935.5,ENSP00000370322,ENSP00000370322.1,ERBIN,ERBIN-202
ENSG00000090530,ENSG00000090530.10,ENST00000319332,ENST00000319332.10,ENSP00000316881,ENSP00000316881.5,P3H2,P3H2-201
ENSG00000090530,ENSG00000090530.10,ENST00000427335,ENST00000427335.6,ENSP00000408947,ENSP00000408947.2,P3H2,P3H2-203
ENSG00000090530,ENSG00000090530.10,ENST00000444866,ENST00000444866.5,ENSP00000391374,ENSP00000391374.1,P3H2,P3H2-204
ENSG00000090530,ENSG00000090530.10,ENST00000426003,ENST00000426003.1,ENSP00000394326,ENSP00000394326.1,P3H2,P3H2-202
ENSG00000158715,ENSG00000158715.6,ENST00000367145,ENST00000367145.4,ENSP00000356113,ENSP00000356113.3,SLC45A3,SLC45A3-201
ENSG00000136305,ENSG00000136305.12,ENST00000554411,ENST00000554411.6,ENSP00000451089,ENSP00000451089.1,CIDEB,CIDEB-203
ENSG00000136305,ENSG00000136305.12,ENST00000336557,ENST00000336557.9,ENSP00000337731,ENSP00000337731.5,CIDEB,CIDEB-202
ENSG00000136305,ENSG00000136305.12,ENST00000258807,ENST00000258807.5,ENSP00000258807,ENSP00000258807.5,CIDEB,CIDEB-201
ENSG00000136305,ENSG00000136305.12,ENST00000556756,ENST00000556756.1,ENSP00000451744,ENSP00000451744.2,CIDEB,CIDEB-206
ENSG00000168004,ENSG00000168004.10,ENST00000540857,ENST00000540857.6,ENSP00000444809,ENSP00000444809.1,PLAAT5,PLAAT5-206
ENSG00000168004,ENSG00000168004.10,ENST00000539221,ENST00000539221.5,ENSP00000443873,ENSP00000443873.1,PLAAT5,PLAAT5-205
ENSG00000168004,ENSG00000168004.10,ENST00000301790,ENST00000301790.4,ENSP00000301790,ENSP00000301790.4,PLAAT5,PLAAT5-201
ENSG00000168004,ENSG00000168004.10,ENST00000538712,ENST00000538712.1,ENSP00000446016,ENSP00000446016.1,PLAAT5,PLAAT5-204
ENSG00000143195,ENSG00000143195.13,ENST00000271417,ENST00000271417.8,ENSP00000271417,ENSP00000271417.2,ILDR2,ILDR2-201
ENSG00000143195,ENSG00000143195.13,ENST00000528703,ENST00000528703.5,ENSP00000432750,ENSP00000432750.1,ILDR2,ILDR2-206
ENSG00000143195,ENSG00000143195.13,ENST00000525740,ENST00000525740.5,ENSP00000436120,ENSP00000436120.1,ILDR2,ILDR2-204
ENSG00000143195,ENSG00000143195.13,ENST00000529387,ENST00000529387.5,ENSP00000431316,ENSP00000431316.1,ILDR2,ILDR2-208
ENSG00000143195,ENSG00000143195.13,ENST00000469934,ENST00000469934.6,ENSP00000437008,ENSP00000437008.1,ILDR2,ILDR2-203
ENSG00000143195,ENSG00000143195.13,ENST00000529071,ENST00000529071.5,ENSP00000436882,ENSP00000436882.1,ILDR2,ILDR2-207
ENSG00000143195,ENSG00000143195.13,ENST00000526687,ENST00000526687.1,ENSP00000434273,ENSP00000434273.1,ILDR2,ILDR2-205
ENSG00000100439,ENSG00000100439.11,ENST00000428304,ENST00000428304.7,ENSP00000414558,ENSP00000414558.2,ABHD4,ABHD4-203
ENSG00000100439,ENSG00000100439.11,ENST00000542041,ENST00000542041.1,ENSP00000437385,ENSP00000437385.1,ABHD4,ABHD4-208
ENSG00000100439,ENSG00000100439.11,ENST00000216327,ENST00000216327.10,ENSP00000216327,ENSP00000216327.7,ABHD4,ABHD4-201
ENSG00000100439,ENSG00000100439.11,ENST00000545034,ENST00000545034.5,ENSP00000444550,ENSP00000444550.1,ABHD4,ABHD4-210
ENSG00000168566,ENSG00000168566.13,ENST00000342415,ENST00000342415.6,ENSP00000339834,ENSP00000339834.4,SNRNP48,SNRNP48-201
ENSG00000106591,ENSG00000106591.4,ENST00000223324,ENST00000223324.3,ENSP00000223324,ENSP00000223324.2,MRPL32,MRPL32-201
ENSG00000110075,ENSG00000110075.15,ENST00000393800,ENST00000393800.7,ENSP00000377389,ENSP00000377389.2,PPP6R3,PPP6R3-203
ENSG00000110075,ENSG00000110075.15,ENST00000528635,ENST00000528635.5,ENSP00000436789,ENSP00000436789.1,PPP6R3,PPP6R3-215
ENSG00000110075,ENSG00000110075.15,ENST00000533127,ENST00000533127.5,ENSP00000433768,ENSP00000433768.1,PPP6R3,PPP6R3-224
ENSG00000110075,ENSG00000110075.15,ENST00000529907,ENST00000529907.5,ENSP00000431738,ENSP00000431738.1,PPP6R3,PPP6R3-219
ENSG00000110075,ENSG00000110075.15,ENST00000529344,ENST00000529344.5,ENSP00000433551,ENSP00000433551.1,PPP6R3,PPP6R3-217
ENSG00000110075,ENSG00000110075.15,ENST00000534534,ENST00000534534.5,ENSP00000434429,ENSP00000434429.1,PPP6R3,PPP6R3-226
ENSG00000110075,ENSG00000110075.15,ENST00000524845,ENST00000524845.5,ENSP00000431415,ENSP00000431415.1,PPP6R3,PPP6R3-205
ENSG00000110075,ENSG00000110075.15,ENST00000265637,ENST00000265637.8,ENSP00000265637,ENSP00000265637.4,PPP6R3,PPP6R3-202
ENSG00000110075,ENSG00000110075.15,ENST00000524904,ENST00000524904.5,ENSP00000433058,ENSP00000433058.1,PPP6R3,PPP6R3-206
ENSG00000110075,ENSG00000110075.15,ENST00000393801,ENST00000393801.7,ENSP00000377390,ENSP00000377390.3,PPP6R3,PPP6R3-204
ENSG00000110075,ENSG00000110075.15,ENST00000265636,ENST00000265636.9,ENSP00000265636,ENSP00000265636.4,PPP6R3,PPP6R3-201
ENSG00000110075,ENSG00000110075.15,ENST00000529710,ENST00000529710.5,ENSP00000437329,ENSP00000437329.1,PPP6R3,PPP6R3-218
ENSG00000110075,ENSG00000110075.15,ENST00000527403,ENST00000527403.6,ENSP00000433565,ENSP00000433565.1,PPP6R3,PPP6R3-214
ENSG00000110075,ENSG00000110075.15,ENST00000531244,ENST00000531244.1,ENSP00000432837,ENSP00000432837.1,PPP6R3,PPP6R3-222
ENSG00000110075,ENSG00000110075.15,ENST00000534190,ENST00000534190.5,ENSP00000436209,ENSP00000436209.1,PPP6R3,PPP6R3-225
ENSG00000110075,ENSG00000110075.15,ENST00000530734,ENST00000530734.1,ENSP00000433853,ENSP00000433853.1,PPP6R3,PPP6R3-221
ENSG00000173302,ENSG00000173302.5,ENST00000309926,ENST00000309926.4,ENSP00000308908,ENSP00000308908.4,GPR148,GPR148-201
ENSG00000138758,ENSG00000138758.12,ENST00000264893,ENST00000264893.11,ENSP00000264893,ENSP00000264893.6,SEPTIN11,SEPTIN11-201
ENSG00000138758,ENSG00000138758.12,ENST00000502584,ENST00000502584.5,ENSP00000426344,ENSP00000426344.1,SEPTIN11,SEPTIN11-203
ENSG00000138758,ENSG00000138758.12,ENST00000510641,ENST00000510641.5,ENSP00000420839,ENSP00000420839.1,SEPTIN11,SEPTIN11-210
ENSG00000138758,ENSG00000138758.12,ENST00000505788,ENST00000505788.5,ENSP00000424925,ENSP00000424925.1,SEPTIN11,SEPTIN11-206
ENSG00000138758,ENSG00000138758.12,ENST00000510515,ENST00000510515.5,ENSP00000422896,ENSP00000422896.1,SEPTIN11,SEPTIN11-209
ENSG00000138758,ENSG00000138758.12,ENST00000504637,ENST00000504637.5,ENSP00000425262,ENSP00000425262.1,SEPTIN11,SEPTIN11-205
ENSG00000138758,ENSG00000138758.12,ENST00000512778,ENST00000512778.1,ENSP00000422047,ENSP00000422047.1,SEPTIN11,SEPTIN11-213
ENSG00000138758,ENSG00000138758.12,ENST00000506731,ENST00000506731.5,ENSP00000423103,ENSP00000423103.1,SEPTIN11,SEPTIN11-208
ENSG00000138758,ENSG00000138758.12,ENST00000502401,ENST00000502401.1,ENSP00000424122,ENSP00000424122.1,SEPTIN11,SEPTIN11-202
ENSG00000189058,ENSG00000189058.9,ENST00000343267,ENST00000343267.8,ENSP00000345179,ENSP00000345179.3,APOD,APOD-201
ENSG00000189058,ENSG00000189058.9,ENST00000421243,ENST00000421243.5,ENSP00000415235,ENSP00000415235.1,APOD,APOD-202
ENSG00000189058,ENSG00000189058.9,ENST00000453131,ENST00000453131.1,ENSP00000393076,ENSP00000393076.1,APOD,APOD-203
ENSG00000181619,ENSG00000181619.12,ENST00000395116,ENST00000395116.2,ENSP00000378548,ENSP00000378548.1,GPR135,GPR135-201
ENSG00000112578,ENSG00000112578.10,ENST00000230340,ENST00000230340.9,ENSP00000230340,ENSP00000230340.4,BYSL,BYSL-201
ENSG00000186469,ENSG00000186469.9,ENST00000553432,ENST00000553432.5,ENSP00000451279,ENSP00000451279.1,GNG2,GNG2-203
ENSG00000186469,ENSG00000186469.9,ENST00000557376,ENST00000557376.5,ENSP00000450758,ENSP00000450758.1,GNG2,GNG2-215
ENSG00000186469,ENSG00000186469.9,ENST00000553560,ENST00000553560.5,ENSP00000450586,ENSP00000450586.1,GNG2,GNG2-204
ENSG00000186469,ENSG00000186469.9,ENST00000335281,ENST00000335281.8,ENSP00000334448,ENSP00000334448.4,GNG2,GNG2-201
ENSG00000186469,ENSG00000186469.9,ENST00000555472,ENST00000555472.5,ENSP00000451102,ENSP00000451102.1,GNG2,GNG2-209
ENSG00000186469,ENSG00000186469.9,ENST00000556766,ENST00000556766.6,ENSP00000451231,ENSP00000451231.1,GNG2,GNG2-213
ENSG00000186469,ENSG00000186469.9,ENST00000554736,ENST00000554736.5,ENSP00000452014,ENSP00000452014.1,GNG2,GNG2-205
ENSG00000186469,ENSG00000186469.9,ENST00000556752,ENST00000556752.2,ENSP00000451576,ENSP00000451576.1,GNG2,GNG2-212
ENSG00000186469,ENSG00000186469.9,ENST00000554875,ENST00000554875.1,ENSP00000451536,ENSP00000451536.1,GNG2,GNG2-208
ENSG00000186469,ENSG00000186469.9,ENST00000615906,ENST00000615906.4,ENSP00000484021,ENSP00000484021.1,GNG2,GNG2-216
ENSG00000104343,ENSG00000104343.21,ENST00000523278,ENST00000523278.5,ENSP00000428835,ENSP00000428835.1,UBE2W,UBE2W-206
ENSG00000104343,ENSG00000104343.21,ENST00000602593,ENST00000602593.6,ENSP00000473561,ENSP00000473561.1,UBE2W,UBE2W-207
ENSG00000104343,ENSG00000104343.21,ENST00000517608,ENST00000517608.5,ENSP00000428813,ENSP00000428813.2,UBE2W,UBE2W-203
ENSG00000104343,ENSG00000104343.21,ENST00000650817,ENST00000650817.1,ENSP00000498255,ENSP00000498255.1,UBE2W,UBE2W-208
ENSG00000104343,ENSG00000104343.21,ENST00000651945,ENST00000651945.1,ENSP00000499153,ENSP00000499153.1,UBE2W,UBE2W-209
ENSG00000104343,ENSG00000104343.21,ENST00000419880,ENST00000419880.7,ENSP00000397453,ENSP00000397453.3,UBE2W,UBE2W-201
ENSG00000105821,ENSG00000105821.15,ENST00000379263,ENST00000379263.8,ENSP00000368565,ENSP00000368565.3,DNAJC2,DNAJC2-203
ENSG00000105821,ENSG00000105821.15,ENST00000249270,ENST00000249270.11,ENSP00000249270,ENSP00000249270.7,DNAJC2,DNAJC2-201
ENSG00000105821,ENSG00000105821.15,ENST00000426036,ENST00000426036.6,ENSP00000412611,ENSP00000412611.2,DNAJC2,DNAJC2-205
ENSG00000105821,ENSG00000105821.15,ENST00000454277,ENST00000454277.5,ENSP00000399058,ENSP00000399058.1,DNAJC2,DNAJC2-206
ENSG00000105821,ENSG00000105821.15,ENST00000412522,ENST00000412522.1,ENSP00000406275,ENSP00000406275.1,DNAJC2,DNAJC2-204
ENSG00000166069,ENSG00000166069.14,ENST00000560841,ENST00000560841.5,ENSP00000453162,ENSP00000453162.1,TMCO5A,TMCO5A-208
ENSG00000166069,ENSG00000166069.14,ENST00000558625,ENST00000558625.5,ENSP00000453271,ENSP00000453271.1,TMCO5A,TMCO5A-204
ENSG00000166069,ENSG00000166069.14,ENST00000559502,ENST00000559502.5,ENSP00000454112,ENSP00000454112.1,TMCO5A,TMCO5A-205
ENSG00000166069,ENSG00000166069.14,ENST00000558148,ENST00000558148.5,ENSP00000453369,ENSP00000453369.1,TMCO5A,TMCO5A-202
ENSG00000166069,ENSG00000166069.14,ENST00000319669,ENST00000319669.5,ENSP00000327234,ENSP00000327234.4,TMCO5A,TMCO5A-201
ENSG00000166069,ENSG00000166069.14,ENST00000558158,ENST00000558158.5,ENSP00000453047,ENSP00000453047.1,TMCO5A,TMCO5A-203
ENSG00000162849,ENSG00000162849.16,ENST00000407071,ENST00000407071.7,ENSP00000385545,ENSP00000385545.2,KIF26B,KIF26B-202
ENSG00000162849,ENSG00000162849.16,ENST00000366518,ENST00000366518.4,ENSP00000355475,ENSP00000355475.4,KIF26B,KIF26B-201
ENSG00000110900,ENSG00000110900.16,ENST00000545802,ENST00000545802.1,ENSP00000443890,ENSP00000443890.1,TSPAN11,TSPAN11-203
ENSG00000110900,ENSG00000110900.16,ENST00000546076,ENST00000546076.6,ENSP00000437403,ENSP00000437403.1,TSPAN11,TSPAN11-204
ENSG00000110900,ENSG00000110900.16,ENST00000535215,ENST00000535215.5,ENSP00000445503,ENSP00000445503.1,TSPAN11,TSPAN11-202
ENSG00000110900,ENSG00000110900.16,ENST00000261177,ENST00000261177.10,ENSP00000261177,ENSP00000261177.9,TSPAN11,TSPAN11-201
ENSG00000112576,ENSG00000112576.13,ENST00000616010,ENST00000616010.4,ENSP00000484424,ENSP00000484424.1,CCND3,CCND3-223
ENSG00000112576,ENSG00000112576.13,ENST00000511642,ENST00000511642.5,ENSP00000426212,ENSP00000426212.1,CCND3,CCND3-215
ENSG00000112576,ENSG00000112576.13,ENST00000372991,ENST00000372991.9,ENSP00000362082,ENSP00000362082.5,CCND3,CCND3-203
ENSG00000112576,ENSG00000112576.13,ENST00000372987,ENST00000372987.8,ENSP00000362078,ENSP00000362078.4,CCND3,CCND3-201
ENSG00000112576,ENSG00000112576.13,ENST00000415497,ENST00000415497.6,ENSP00000401595,ENSP00000401595.2,CCND3,CCND3-205
ENSG00000112576,ENSG00000112576.13,ENST00000372988,ENST00000372988.8,ENSP00000362079,ENSP00000362079.4,CCND3,CCND3-202
ENSG00000112576,ENSG00000112576.13,ENST00000414200,ENST00000414200.6,ENSP00000397545,ENSP00000397545.2,CCND3,CCND3-204
ENSG00000112576,ENSG00000112576.13,ENST00000510503,ENST00000510503.5,ENSP00000425986,ENSP00000425986.1,CCND3,CCND3-213
ENSG00000112576,ENSG00000112576.13,ENST00000512426,ENST00000512426.5,ENSP00000421511,ENSP00000421511.2,CCND3,CCND3-218
ENSG00000112576,ENSG00000112576.13,ENST00000508143,ENST00000508143.5,ENSP00000423242,ENSP00000423242.1,CCND3,CCND3-211
ENSG00000112576,ENSG00000112576.13,ENST00000505064,ENST00000505064.1,ENSP00000425830,ENSP00000425830.1,CCND3,CCND3-207
ENSG00000112576,ENSG00000112576.13,ENST00000502771,ENST00000502771.1,ENSP00000425334,ENSP00000425334.1,CCND3,CCND3-206
ENSG00000112576,ENSG00000112576.13,ENST00000514588,ENST00000514588.1,ENSP00000420991,ENSP00000420991.1,CCND3,CCND3-221
ENSG00000185798,ENSG00000185798.8,ENST00000332629,ENST00000332629.7,ENSP00000328079,ENSP00000328079.5,WDR53,WDR53-201
ENSG00000185798,ENSG00000185798.8,ENST00000429115,ENST00000429115.1,ENSP00000396668,ENSP00000396668.1,WDR53,WDR53-203
ENSG00000185798,ENSG00000185798.8,ENST00000433160,ENST00000433160.1,ENSP00000410677,ENSP00000410677.1,WDR53,WDR53-204
ENSG00000185798,ENSG00000185798.8,ENST00000456677,ENST00000456677.1,ENSP00000408087,ENSP00000408087.1,WDR53,WDR53-205
ENSG00000185798,ENSG00000185798.8,ENST00000425888,ENST00000425888.1,ENSP00000396248,ENSP00000396248.1,WDR53,WDR53-202
ENSG00000165521,ENSG00000165521.16,ENST00000554922,ENST00000554922.6,ENSP00000451998,ENSP00000451998.1,EML5,EML5-207
ENSG00000165521,ENSG00000165521.16,ENST00000380664,ENST00000380664.9,ENSP00000370039,ENSP00000370039.5,EML5,EML5-201
ENSG00000165521,ENSG00000165521.16,ENST00000555823,ENST00000555823.1,ENSP00000452030,ENSP00000452030.1,EML5,EML5-208
ENSG00000173272,ENSG00000173272.16,ENST00000309451,ENST00000309451.7,ENSP00000311500,ENSP00000311500.6,MZT2A,MZT2A-201
ENSG00000283765,ENSG00000283765.1,ENST00000639401,ENST00000639401.1,ENSP00000491227,ENSP00000491227.1,,
ENSG00000067533,ENSG00000067533.6,ENST00000366932,ENST00000366932.4,ENSP00000355899,ENSP00000355899.3,RRP15,RRP15-201
ENSG00000063046,ENSG00000063046.18,ENST00000262056,ENST00000262056.14,ENSP00000262056,ENSP00000262056.9,EIF4B,EIF4B-201
ENSG00000063046,ENSG00000063046.18,ENST00000551002,ENST00000551002.5,ENSP00000447192,ENSP00000447192.1,EIF4B,EIF4B-211
ENSG00000063046,ENSG00000063046.18,ENST00000420463,ENST00000420463.7,ENSP00000388806,ENSP00000388806.3,EIF4B,EIF4B-203
ENSG00000063046,ENSG00000063046.18,ENST00000416762,ENST00000416762.7,ENSP00000412530,ENSP00000412530.3,EIF4B,EIF4B-202
ENSG00000063046,ENSG00000063046.18,ENST00000549481,ENST00000549481.5,ENSP00000449746,ENSP00000449746.1,EIF4B,EIF4B-205
ENSG00000063046,ENSG00000063046.18,ENST00000552490,ENST00000552490.5,ENSP00000450324,ENSP00000450324.1,EIF4B,EIF4B-213
ENSG00000188001,ENSG00000188001.10,ENST00000433971,ENST00000433971.5,ENSP00000412547,ENSP00000412547.1,TPRG1,TPRG1-204
ENSG00000188001,ENSG00000188001.10,ENST00000412373,ENST00000412373.5,ENSP00000415413,ENSP00000415413.1,TPRG1,TPRG1-202
ENSG00000188001,ENSG00000188001.10,ENST00000345063,ENST00000345063.8,ENSP00000341031,ENSP00000341031.3,TPRG1,TPRG1-201
ENSG00000188001,ENSG00000188001.10,ENST00000456832,ENST00000456832.1,ENSP00000399133,ENSP00000399133.1,TPRG1,TPRG1-205
